"Name","Country","Province","Population","Longitude","Latitude"
"Wroclaw","PL","Wroclawskie",642000,0.0,0.0
"Wuhai","TJ","Nei Monggol",264081,0.0,0.0
"Wuhan","TJ","Hubei",3750000,114.15,30.45
"Wuhu","TJ","Anhui",425740,0.0,0.0
"Wuppertal","D","Nordrhein Westfalen",383776,0.0,0.0
"Wurzburg","D","Bayern",127946,0.0,0.0
"Wuwei","TJ","Gansu",133101,0.0,0.0
"Wuxi","TJ","Jiangsu",826833,0.0,0.0
"Wuzhou","TJ","Guangxi Zhuangzu",210452,0.0,0.0
"Wycombe","GB","Buckinghamshire",161400,0.0,0.0
"Xai Xai","MOC","Gaza",0,34.0,-25.2
"Xalapa Enriquez","MEX","Veracruz",279451,0.0,0.0
"Xiamen","TJ","Fujian",368786,0.0,0.0
"Xian","TJ","Shaanxi",2760000,109.0,34.0
"Xiangfan","TJ","Hubei",410407,0.0,0.0
"Xiangtan","TJ","Hunan",441968,0.0,0.0
"Xianning","TJ","Hubei",136811,0.0,0.0
"Xianyang","TJ","Shaanxi",352125,0.0,0.0
"Xiaogan","TJ","Hubei",166280,0.0,0.0
"Xiaoshan","TJ","Zhejiang",162930,0.0,0.0
"Xichang","TJ","Sichuan",134419,0.0,0.0
"Xingcheng","TJ","Liaoning",102384,0.0,0.0
"Xinghua","TJ","Jiangsu",161910,0.0,0.0
"Xingtai","TJ","Hebei",302789,0.0,0.0
"Xining","TJ","Qinghai",551776,102.0,37.0
"Xintai","TJ","Shandong",281248,0.0,0.0
"Xinxiang","TJ","Henan",473762,0.0,0.0
"Xinyang","TJ","Henan",192509,0.0,0.0
"Xinyu","TJ","Jiangxi",173524,0.0,0.0
"Xuancheng","TJ","Anhui",112673,0.0,0.0
"Xuchang","TJ","Henan",208815,0.0,0.0
"Xuzhou","TJ","Jiangsu",805695,0.0,0.0
"Yakeshi","TJ","Nei Monggol",377869,0.0,0.0
"Yakutsk","R","Rep. of Sakha",192000,0.0,0.0
"Yamagata","J","Yamagata",0,0.0,0.0
"Yamaguchi","J","Yamaguchi",0,0.0,0.0
"Yamoussoukro","CI","Cote dIvoire",200659,-5.3,6.8
"Yanan","TJ","Shaanxi",113277,0.0,0.0
"Yancheng","TJ","Jiangsu",296831,0.0,0.0
"Yangjiang","TJ","Guangdong",215196,0.0,0.0
"Yangquan","TJ","Shanxi",362268,0.0,0.0
"Yangzhou","TJ","Jiangsu",312892,0.0,0.0
"Yanji","TJ","Jilin",230892,0.0,0.0
"Yantai","TJ","Shandong",452127,0.0,0.0
"Yaounde","CAM","Centre",750000,12.0,3.5
"Yaren","NAU","Nauru",0,167.0,-1.0
"Yaroslavl","R","Yaroslavskaya oblast",629000,0.0,0.0
"Yasuj","IR","Boyer Ahmad e Kohkiluyeh",0,0.0,0.0
"Yazd","IR","Yazd",306268,0.0,0.0
"Yekaterinburg","R","Sverdlovskaya oblast",1280000,0.0,0.0
"Yelets","R","Lipetskaya oblast",119000,0.0,0.0
"Yellowknife","CDN","Northwest Territories",8256,-114.45,62.4667
"Yerevan","ARM","Armenia",1200000,44.4,40.1
"Yibin","TJ","Sichuan",241019,0.0,0.0
"Yichang","TJ","Hubei",371601,0.0,0.0
"Yichun","TJ","Heilongjiang",795789,0.0,0.0
"Yichun","TJ","Jiangxi",151585,0.0,0.0
"Yinchuan","TJ","Ningxia Huizu",356652,106.2,38.3
"Yingkou","TJ","Liaoning",421589,0.0,0.0
"Yining","TJ","Xinjiang Uygur",177193,0.0,0.0
"Yixing","TJ","Jiangsu",200824,0.0,0.0
"Yiyang","TJ","Hunan",185818,0.0,0.0
"Yizheng","TJ","Jiangsu",109268,0.0,0.0
"Yogyakarta","RI","Indonesia",412392,0.0,0.0
"Yokohama","J","Kanagawa",3256000,139.32,35.3
"Yongan","TJ","Fujian",111762,0.0,0.0
"Yonkers","USA","New York",188082,0.0,0.0
"Yopal","CO","Casanare",0,0.0,0.0
"York","GB","North Yorkshire",104000,0.0,0.0
"York","CDN","Ontario",140525,0.0,0.0
"Yoro","HCA","Yoro",0,0.0,0.0
"Yoshkar Ola","R","Rep. of Mariy El",251000,0.0,0.0
"Yosu","ROK","South Korea",183557,0.0,0.0
"Yozgat","TR","Yozgat",0,0.0,0.0
"Ystrad Fawr","GB","Caerphilly",0,0.0,0.0
"Yuanjiang","TJ","Hunan",107004,0.0,0.0
"Yuci","TJ","Shanxi",191356,0.0,0.0
"Yueyang","TJ","Hunan",302800,0.0,0.0
"Yumen","TJ","Gansu",109234,0.0,0.0
"Yungho","RC","Taiwan",241104,0.0,0.0
"Yuscaran","HCA","El Paraiso",0,0.0,0.0
"Yushu","TJ","Qinghai",131861,0.0,0.0
"Yuyao","TJ","Zhejiang",114056,0.0,0.0
"Yuzhno Sakhalinsk","R","Sakhalinskaya oblast",160000,0.0,0.0
"Zaanstreek","NL","Noord Holland",147917,0.0,0.0
"Zabrze","PL","Katowickie",203000,0.0,0.0
"Zacatecas","MEX","Zacatecas",100051,-102.4,22.5
"Zagazig","ET","Sharqiya",274000,0.0,0.0
"Zagorsk","R","Moskovskaya oblast",114000,0.0,0.0
"Zagreb","HR","Croatia",0,16.0,45.8
"Zahedan","IR","Sistan e Baluchestan",419886,0.0,0.0
"Zalaegerszeg","H","Zala",0,0.0,0.0
"Zalau","RO","Salaj",0,0.0,0.0
"Zamboanga","RP","Philippines",511000,0.0,0.0
"Zamora","MEX","Michoacan",109751,0.0,0.0
"Zamosc","PL","Zamojskie",0,0.0,0.0
"Zanjan","IR","Zanjan",280691,0.0,0.0
"Zanzibar","EAT","Mjini Magharibi",157634,0.0,0.0
"Zaoyang","TJ","Hubei",162198,0.0,0.0
"Zaozhuang","TJ","Shandong",380846,0.0,0.0
"Zapopan","MEX","Jalisco",668323,0.0,0.0
"Zaporizhzhya","UA","Zaporizka",891000,0.0,0.0
"Zaragoza","E","Aragon",606620,0.0,0.0
"Zaria","WAN","Nigeria",335000,0.0,0.0
"Zelenodolysk","R","Rep. of Tatarstan",101000,0.0,0.0
"Zelenograd","R","Moskovskaya oblast",191000,0.0,0.0
"Zhambyl","KAZ","Zhambyl",0,0.0,0.0
"Zhangjiakou","TJ","Hebei",529136,0.0,0.0
"Zhangzhou","TJ","Fujian",181424,0.0,0.0
"Zhanjiang","TJ","Guangdong",400997,0.0,0.0
"Zhaodong","TJ","Heilongjiang",179976,0.0,0.0
"Zhaoqing","TJ","Guangdong",194784,0.0,0.0
"Zhengzhou","TJ","Henan",1710000,114.0,34.5
"Zhenjiang","TJ","Jiangsu",368316,0.0,0.0
"Zhezkazghan","KAZ","Zhezkazghan",0,0.0,0.0
"Zhezqazghan","KAZ","Zhezkazghan",108700,0.0,0.0
"Zhongshan","TJ","Guangdong",278829,0.0,0.0
"Zhoukou","TJ","Henan",146288,0.0,0.0
"Zhoushan","TJ","Zhejiang",156317,0.0,0.0
"Zhucheng","TJ","Shandong",102134,0.0,0.0
"Zhuhai","TJ","Guangdong",164747,0.0,0.0
"Zhumadian","TJ","Henan",123232,0.0,0.0
"Zhuzhou","TJ","Hunan",409924,0.0,0.0
"Zhytomyr","UA","Zhytomyrska",296000,0.0,0.0
"Zibo","TJ","Shandong",2460000,0.0,0.0
"Zielona Gora","PL","Zielonogorskie",113000,0.0,0.0
"Zigong","TJ","Sichuan",393184,0.0,0.0
"Ziguinchor","SN","Ziguinchor",107000,0.0,0.0
"Zixing","TJ","Hunan",110048,0.0,0.0
"Zlatoust","R","Chelyabinskaya oblast",203000,0.0,0.0
"Zlin","CZ","Jihomoravsky",198000,0.0,0.0
"Zonguldak","TR","Zonguldak",115900,0.0,0.0
"Zug","CH","ZG",0,0.0,0.0
"Zunyi","TJ","Guizhou",261862,0.0,0.0
"Zurich","CH","ZH",343106,0.0,0.0
"Zwickau","D","Sachsen",104921,0.0,0.0
"Zwolle","NL","Overijssel",0,0.0,0.0
