"Country","Organization","Type"
"SYR","AL","member"
"SYR","AMF","member"
"SYR","CAEU","member"
"SYR","CCC","member"
"SYR","ESCWA","member"
"SYR","FAO","member"
"SYR","G-24","member"
"SYR","G-77","member"
"SYR","IAEA","member"
"SYR","IBRD","member"
"SYR","ICAO","member"
"SYR","ICC","member"
"SYR","ICRM","National Society"
"SYR","IDA","Part II"
"SYR","IDB","member"
"SYR","IFAD","Category III"
"SYR","IFC","member"
"SYR","IFRCS","member"
"SYR","ILO","member"
"SYR","IMF","member"
"SYR","IMO","member"
"SYR","Intelsat","member"
"SYR","Interpol","member"
"SYR","IOC","National Olympic Committee"
"SYR","ISO","member"
"SYR","ITU","member"
"SYR","NAM","member"
"SYR","OAPEC","member"
"SYR","OIC","member"
"SYR","UN","member"
"SYR","UNESCO","member"
"SYR","UNIDO","member"
"SYR","UNRWA","member"
"SYR","UPU","member"
"SYR","WFTU","member"
"SYR","WHO","member"
"SYR","WMO","member"
"SYR","WToO","member"
"TAD","ANC","member"
"TAD","CIS","member"
"TAD","EBRD","member"
"TAD","ECE","member"
"TAD","ECO","member"
"TAD","ESCAP","member"
"TAD","FAO","member"
"TAD","IBRD","member"
"TAD","ICAO","member"
"TAD","IDA","Part II"
"TAD","IDB","member"
"TAD","IFAD","Category III"
"TAD","IFC","member"
"TAD","ILO","member"
"TAD","IMF","member"
"TAD","Intelsat","nonsignatory user"
"TAD","IOC","National Olympic Committee"
"TAD","IOM","member"
"TAD","ITU","member"
"TAD","OIC","member"
"TAD","OSCE","member"
"TAD","UN","member"
"TAD","UNESCO","member"
"TAD","UNIDO","member"
"TAD","UPU","member"
"TAD","WHO","member"
"TAD","WIPO","member"
"TAD","WMO","member"
"TAD","WTrO","observer"
"TCH","ACCT","member"
"TCH","ACP","member"
"TCH","AfDB","regional member"
"TCH","BDEAC","member"
"TCH","CEEAC","member"
"TCH","ECA","member"
"TCH","FAO","member"
"TCH","FZ","member"
"TCH","G-77","member"
"TCH","IBRD","member"
"TCH","ICAO","member"
"TCH","ICFTU","member"
"TCH","ICRM","National Society"
"TCH","IDA","Part II"
"TCH","IDB","member"
"TCH","IFAD","Category III"
"TCH","IFRCS","member"
"TCH","ILO","member"
"TCH","IMF","member"
"TCH","Intelsat","member"
"TCH","Interpol","member"
"TCH","IOC","National Olympic Committee"
"TCH","ITU","member"
"TCH","NAM","member"
"TCH","OAU","member"
"TCH","OIC","member"
"TCH","UDEAC","member"
"TCH","UN","member"
"TCH","UNAMIR","member"
"TCH","UNESCO","member"
"TCH","UNIDO","member"
"TCH","UPU","member"
"TCH","WCL","member"
"TCH","WHO","member"
"TCH","WIPO","member"
"TCH","WMO","member"
"TCH","WToO","member"
"THA","AsDB","regional member"
"THA","ASEAN","member"
"THA","CCC","member"
"THA","CP","member"
"THA","ESCAP","member"
"THA","FAO","member"
"THA","G-77","member"
"THA","IAEA","member"
"THA","IBRD","member"
"THA","ICAO","member"
"THA","ICFTU","member"
"THA","ICRM","National Society"
"THA","IDA","Part II"
"THA","IFAD","Category III"
"THA","IFC","member"
"THA","IFRCS","member"
"THA","ILO","member"
"THA","IMF","member"
"THA","IMO","member"
"THA","Intelsat","member"
"THA","Interpol","member"
"THA","IOC","National Olympic Committee"
"THA","IOM","member"
"THA","ISO","member"
"THA","ITU","member"
"THA","Mekong Group","member"
"THA","NAM","member"
"THA","PCA","member"
"THA","UN","member"
"THA","UNESCO","member"
"THA","UNHCR","member"
"THA","UNIDO","member"
"THA","UNIKOM","member"
"THA","UNU","member"
"THA","UPU","member"
"THA","WCL","member"
"THA","WFTU","member"
"THA","WHO","member"
"THA","WIPO","member"
"THA","WMO","member"
"THA","WTrO","member"
"TJ","AfDB","nonregional member"
"TJ","APEC","member"
"TJ","AsDB","regional member"
"TJ","CCC","member"
"TJ","ESCAP","member"
"TJ","FAO","member"
"TJ","IAEA","member"
"TJ","IBRD","member"
"TJ","ICAO","member"
"TJ","ICFTU","member"
"TJ","ICRM","National Society"
"TJ","IDA","Part II"
"TJ","IFAD","Category III"
"TJ","IFC","member"
"TJ","IFRCS","member"
"TJ","ILO","member"
"TJ","IMF","member"
"TJ","IMO","member"
"TJ","Inmarsat","member"
"TJ","Intelsat","member"
"TJ","Interpol","member"
"TJ","IOC","National Olympic Committee"
"TJ","ISO","member"
"TJ","ITU","member"
"TJ","LAIA","observer"
"TJ","Mekong Group","member"
"TJ","MINURSO","member"
"TJ","NAM","observer"
"TJ","PCA","member"
"TJ","UN","member"
"TJ","UNESCO","member"
"TJ","UNHCR","member"
"TJ","UNIDO","member"
"TJ","UNIKOM","member"
"TJ","UNITAR","member"
"TJ","UNOMIL","member"
"TJ","UNTSO","member"
"TJ","UNU","member"
"TJ","UPU","member"
"TJ","WHO","member"
"TJ","WIPO","member"
"TJ","WMO","member"
"TJ","WToO","member"
"TJ","WTrO","applicant"
"TL","ACP","member"
"TL","FAO","member"
"TL","G-77","member"
"TL","IBRD","member"
"TL","ICAO","member"
"TL","IDA","Part II"
"TL","IFAD","Category III"
"TL","IFC","member"
"TL","IFRCS","member"
"TL","ILO","member"
"TL","IMF","member"
"TL","IMO","member"
"TL","Interpol","member"
"TL","IOC","National Olympic Committee"
"TL","NAM","member"
"TL","UN","member"
"TL","UNCTAD","member"
"TL","UNESCO","member"
"TL","UNIDO","member"
"TL","UPU","member"
"TL","WFTU","member"
"TL","WHO","member"
"TM","ANC","member"
"TM","CCC","member"
"TM","CIS","member"
"TM","EBRD","member"
"TM","ECE","member"
"TM","ECO","member"
"TM","ESCAP","member"
"TM","FAO","member"
"TM","IBRD","member"
"TM","ICAO","member"
"TM","IDB","member"
"TM","IFRCS","member"
"TM","ILO","member"
"TM","IMF","member"
"TM","IMO","member"
"TM","Intelsat","nonsignatory user"
"TM","IOC","National Olympic Committee"
"TM","ISO","correspondent member"
"TM","ITU","member"
"TM","OIC","member"
"TM","OSCE","member"
"TM","PFP","member"
"TM","UN","member"
"TM","UNESCO","member"
"TM","UPU","member"
"TM","WHO","member"
"TM","WMO","member"
"TM","WToO","member"
"TM","WTrO","observer"
"TN","ABEDA","member"
"TN","ACCT","member"
"TN","AfDB","regional member"
"TN","AFESD","member"
"TN","AL","member"
"TN","AMF","member"
"TN","AMU","member"
"TN","BSEC","observer"
"TN","CCC","member"
"TN","ECA","member"
"TN","FAO","member"
"TN","G-77","member"
"TN","IAEA","member"
"TN","IBRD","member"
"TN","ICAO","member"
"TN","ICC","member"
"TN","ICFTU","member"
"TN","ICRM","National Society"
"TN","IDA","Part II"
"TN","IDB","member"
"TN","IFAD","Category III"
"TN","IFC","member"
"TN","IFRCS","member"
"TN","ILO","member"
"TN","IMF","member"
"TN","IMO","member"
"TN","Inmarsat","member"
"TN","Intelsat","member"
"TN","Interpol","member"
"TN","IOC","National Olympic Committee"
"TN","ISO","member"
"TN","ITU","member"
"TN","MINURSO","member"
"TN","NAM","member"
"TN","OAS","observer"
"TN","OAU","member"
"TN","OIC","member"
"TN","UN","member"
"TN","UNAMIR","member"
"TN","UNCRO","member"
"TN","UNESCO","member"
"TN","UNHCR","member"
"TN","UNIDO","member"
"TN","UNITAR","member"
"TN","UPU","member"
"TN","WFTU","member"
"TN","WHO","member"
"TN","WIPO","member"
"TN","WMO","member"
"TN","WToO","member"
"TN","WTrO","member"
"TO","ACP","member"
"TO","AsDB","regional member"
"TO","C","member"
"TO","ESCAP","member"
"TO","FAO","member"
"TO","G-77","member"
"TO","IBRD","member"
"TO","ICAO","member"
"TO","ICFTU","member"
"TO","ICRM","National Society"
"TO","IDA","Part II"
"TO","IFAD","Category III"
"TO","IFC","member"
"TO","IFRCS","member"
"TO","IMF","member"
"TO","Intelsat","nonsignatory user"
"TO","Interpol","member"
"TO","IOC","National Olympic Committee"
"TO","ITU","member"
"TO","Sparteca","member"
"TO","SPC","member"
"TO","SPF","member"
"TO","UNCTAD","member"
"TO","UNESCO","member"
"TO","UNIDO","member"
"TO","UPU","member"
"TO","WHO","member"
"TR","ANC","member"
"TR","AsDB","nonregional member"
"TR","BIS","member"
"TR","BSEC","member"
"TR","CCC","member"
"TR","CE","member"
"TR","CERN","observer"
"TR","EBRD","member"
"TR","ECE","member"
"TR","ECO","member"
"TR","EN","member"
"TR","EU","membership applicant"
"TR","FAO","member"
"TR","IAEA","member"
"TR","IBRD","member"
"TR","ICAO","member"
"TR","ICC","member"
"TR","ICFTU","member"
"TR","ICRM","National Society"
"TR","IDA","Part II"
"TR","IDB","member"
"TR","IEA","member"
"TR","IFAD","Category III"
"TR","IFC","member"
"TR","IFRCS","member"
"TR","ILO","member"
"TR","IMF","member"
"TR","IMO","member"
"TR","Inmarsat","member"
"TR","Intelsat","member"
"TR","Interpol","member"
"TR","IOC","National Olympic Committee"
"TR","IOM","observer"
"TR","ISO","member"
"TR","ITU","member"
"TR","NATO","member"
"TR","OECD","member"
"TR","OIC","member"
"TR","OSCE","member"
"TR","PCA","member"
"TR","UN","member"
"TR","UNCRO","member"
"TR","UNESCO","member"
"TR","UNHCR","member"
"TR","UNIDO","member"
"TR","UNIKOM","member"
"TR","UNOMIG","member"
"TR","UNRWA","member"
"TR","UPU","member"
"TR","WEU","associate member"
"TR","WFTU","member"
"TR","WHO","member"
"TR","WIPO","member"
"TR","WMO","member"
"TR","WToO","member"
"TR","WTrO","member"
"TT","ACP","member"
"TT","C","member"
"TT","Caricom","member"
"TT","CCC","member"
"TT","CDB","regional member"
"TT","ECLAC","member"
"TT","FAO","member"
"TT","G-24","member"
"TT","G-77","member"
"TT","IADB","member"
"TT","IBRD","member"
"TT","ICAO","member"
"TT","ICFTU","member"
"TT","ICRM","National Society"
"TT","IDA","Part II"
"TT","IFAD","Category III"
"TT","IFC","member"
"TT","IFRCS","member"
"TT","ILO","member"
"TT","IMF","member"
"TT","IMO","member"
"TT","Intelsat","member"
"TT","Interpol","member"
"TT","IOC","National Olympic Committee"
"TT","ISO","member"
"TT","ITU","member"
"TT","LAES","member"
"TT","NAM","member"
"TT","OAS","member"
"TT","OPANAL","member"
"TT","UN","member"
"TT","UNESCO","member"
"TT","UNIDO","member"
"TT","UNMIH","member"
"TT","UNU","member"
"TT","UPU","member"
"TT","WFTU","member"
"TT","WHO","member"
"TT","WIPO","member"
"TT","WMO","member"
"TT","WTrO","member"
"TUCA","Caricom","associate member"
"TUCA","CDB","regional member"
"TUCA","Interpol","subbureau"
"TUCA","UPU","member"
"TUV","ACP","member"
"TUV","AsDB","regional member"
"TUV","C","special member"
"TUV","ESCAP","member"
"TUV","IFRCS","associate member"
"TUV","Intelsat","nonsignatory user"
"TUV","Sparteca","member"
"TUV","SPC","member"
"TUV","SPF","member"
"TUV","UNESCO","member"
"TUV","UPU","member"
"TUV","WHO","member"
"UA","ANC","member"
"UA","BSEC","member"
"UA","CCC","member"
"UA","CE","member"
"UA","CEI","associate member"
"UA","CIS","member"
"UA","EBRD","member"
"UA","ECE","member"
"UA","IAEA","member"
"UA","IBRD","member"
"UA","ICAO","member"
"UA","ICRM","National Society"
"UA","IFC","member"
"UA","IFRCS","member"
"UA","ILO","member"
"UA","IMF","member"
"UA","IMO","member"
"UA","Inmarsat","member"
"UA","Intelsat","nonsignatory user"
"UA","Interpol","member"
"UA","IOC","National Olympic Committee"
"UA","IOM","observer"
"UA","ISO","member"
"UA","ITU","member"
"UA","NSG","member"
"UA","OSCE","member"
"UA","PCA","member"
"UA","PFP","member"
"UA","UN","member"
"UA","UNCRO","member"
"UA","UNESCO","member"
"UA","UNIDO","member"
"UA","UNMOT","member"
"UA","UNPREDEP","member"
"UA","UNPROFOR","member"
"UA","UPU","member"
"UA","WHO","member"
"UA","WIPO","member"
"UA","WMO","member"
"UA","WTrO","applicant"
"UAE","ABEDA","member"
"UAE","AfDB","nonregional member"
"UAE","AFESD","member"
"UAE","AL","member"
"UAE","AMF","member"
"UAE","CAEU","member"
"UAE","CCC","member"
"UAE","ESCWA","member"
"UAE","FAO","member"
"UAE","G-77","member"
"UAE","GCC","member"
"UAE","IAEA","member"
"UAE","IBRD","member"
"UAE","ICAO","member"
"UAE","ICRM","National Society"
"UAE","IDA","Part I"
"UAE","IDB","member"
"UAE","IFAD","Category II"
"UAE","IFC","member"
"UAE","IFRCS","member"
"UAE","ILO","member"
"UAE","IMF","member"
"UAE","IMO","member"
"UAE","Inmarsat","member"
"UAE","Intelsat","member"
"UAE","Interpol","member"
"UAE","IOC","National Olympic Committee"
"UAE","ISO","correspondent member"
"UAE","ITU","member"
"UAE","NAM","member"
"UAE","OAPEC","member"
"UAE","OIC","member"
"UAE","OPEC","member"
"UAE","UN","member"
"UAE","UNESCO","member"
"UAE","UNIDO","member"
"UAE","UPU","member"
"UAE","WHO","member"
"UAE","WIPO","member"
"UAE","WMO","member"
"UAE","WToO","member"
"USA","AfDB","nonregional member"
"USA","AG","observer"
"USA","ANC","member"
"USA","ANZUS","member"
"USA","APEC","member"
"USA","AsDB","nonregional member"
"USA","BIS","member"
"USA","CCC","member"
"USA","CP","member"
"USA","EBRD","member"
"USA","ECE","member"
"USA","ECLAC","member"
"USA","EN","member"
"USA","ESCAP","member"
"USA","FAO","member"
"USA","G-10","member"
"USA","G-2","member"
"USA","G-5","member"
"USA","G-7","member"
"USA","G-8","member"
"USA","IADB","member"
"USA","IAEA","member"
"USA","IBRD","member"
"USA","ICAO","member"
"USA","ICC","member"
"USA","ICFTU","member"
"USA","ICRM","National Society"
"USA","IDA","Part I"
"USA","IEA","member"
"USA","IFAD","Category I"
"USA","IFC","member"
"USA","IFRCS","member"
"USA","ILO","member"
"USA","IMF","member"
"USA","IMO","member"
"USA","Inmarsat","member"
"USA","Intelsat","member"
"USA","Interpol","member"
"USA","IOC","National Olympic Committee"
"USA","IOM","member"
"USA","ISO","member"
"USA","ITU","member"
"USA","MINURSO","member"
"USA","MTCR","member"
"USA","NATO","member"
"USA","NSG","member"
"USA","OAS","member"
"USA","OECD","member"
"USA","OSCE","member"
"USA","PCA","member"
"USA","SPC","member"
"USA","UN","member"
"USA","UNCRO","member"
"USA","UNHCR","member"
"USA","UNIDO","member"
"USA","UNIKOM","member"
"USA","UNITAR","member"
"USA","UNMIH","member"
"USA","UNOMIG","member"
"USA","UNPREDEP","member"
"USA","UNPROFOR","member"
"USA","UNRWA","member"
"USA","UNTSO","member"
"USA","UNU","member"
"USA","UPU","member"
"USA","WCL","member"
"USA","WHO","member"
"USA","WIPO","member"
"USA","WMO","member"
"USA","WToO","member"
"USA","WTrO","member"
"USA","ZC","member"
"UZB","ANC","member"
"UZB","AsDB","regional member"
"UZB","CCC","member"
"UZB","CIS","member"
"UZB","EBRD","member"
"UZB","ECE","member"
"UZB","ECO","member"
"UZB","ESCAP","member"
"UZB","IAEA","member"
"UZB","IBRD","member"
"UZB","ICAO","member"
"UZB","IDA","Part II"
"UZB","IFC","member"
"UZB","IFRCS","member"
"UZB","ILO","member"
"UZB","IMF","member"
"UZB","Interpol","member"
"UZB","IOC","National Olympic Committee"
"UZB","ISO","member"
"UZB","ITU","member"
"UZB","NAM","member"
"UZB","OIC","observer"
"UZB","OSCE","member"
"UZB","PFP","member"
"UZB","UN","member"
"UZB","UNESCO","member"
"UZB","UNIDO","member"
"UZB","UPU","member"
"UZB","WHO","member"
"UZB","WIPO","member"
"UZB","WMO","member"
"UZB","WToO","member"
"UZB","WTrO","applicant"
"V","IAEA","member"
"V","ICFTU","member"
"V","Intelsat","member"
"V","IOM","observer"
"V","ITU","member"
"V","OAS","observer"
"V","OSCE","member"
"V","UN","observer"
"V","UNHCR","member"
"V","UPU","member"
"V","WIPO","member"
"V","WToO","observer"
"VIRG","ECLAC","associate member"
"VIRG","IOC","National Olympic Committee"
"VN","ACCT","member"
"VN","AsDB","regional member"
"VN","ASEAN","member"
"VN","CCC","member"
"VN","ESCAP","member"
"VN","FAO","member"
"VN","G-77","member"
"VN","IAEA","member"
"VN","IBRD","member"
"VN","ICAO","member"
"VN","ICRM","National Society"
"VN","IDA","Part II"
"VN","IFAD","Category III"
"VN","IFC","member"
"VN","IFRCS","member"
"VN","ILO","member"
"VN","IMF","member"
"VN","IMO","member"
"VN","Intelsat","member"
"VN","Interpol","member"
"VN","IOC","National Olympic Committee"
"VN","IOM","observer"
"VN","ISO","member"
"VN","ITU","member"
"VN","Mekong Group","member"
"VN","NAM","member"
"VN","UN","member"
"VN","UNESCO","member"
"VN","UNIDO","member"
"VN","UPU","member"
"VN","WCL","member"
"VN","WFTU","member"
"VN","WHO","member"
"VN","WIPO","member"
"VN","WMO","member"
"VN","WToO","member"
"VN","WTrO","applicant"
"VU","ACCT","member"
"VU","ACP","member"
"VU","AsDB","regional member"
"VU","C","member"
"VU","ESCAP","member"
"VU","FAO","member"
"VU","G-77","member"
"VU","IBRD","member"
"VU","ICAO","member"
"VU","ICRM","National Society"
"VU","IDA","Part II"
"VU","IFC","member"
"VU","IFRCS","member"
"VU","IMF","member"
"VU","IMO","member"
"VU","Intelsat","nonsignatory user"
"VU","IOC","National Olympic Committee"
"VU","ITU","member"
"VU","NAM","member"
"VU","Sparteca","member"
"VU","SPC","member"
"VU","SPF","member"
"VU","UN","member"
"VU","UNESCO","member"
"VU","UNIDO","member"
"VU","UPU","member"
"VU","WFTU","member"
"VU","WHO","member"
"VU","WMO","member"
"WAFU","SPC","member"
"WAFU","UPU","member"
"WAFU","WFTU","member"
"WAG","ACP","member"
"WAG","AfDB","regional member"
"WAG","C","member"
"WAG","CCC","member"
"WAG","ECA","member"
"WAG","ECOWAS","member"
"WAG","FAO","member"
"WAG","G-77","member"
"WAG","IBRD","member"
"WAG","ICAO","member"
"WAG","ICFTU","member"
"WAG","ICRM","National Society"
"WAG","IDA","Part II"
"WAG","IDB","member"
"WAG","IFAD","Category III"
"WAG","IFC","member"
"WAG","IFRCS","member"
"WAG","ILO","member"
"WAG","IMF","member"
"WAG","IMO","member"
"WAG","Intelsat","nonsignatory user"
"WAG","Interpol","member"
"WAG","IOC","National Olympic Committee"
"WAG","ITU","member"
"WAG","NAM","member"
"WAG","OAU","member"
"WAG","OIC","member"
"WAG","UN","member"
"WAG","UNESCO","member"
"WAG","UNIDO","member"
"WAG","UPU","member"
"WAG","WCL","member"
"WAG","WFTU","member"
"WAG","WHO","member"
"WAG","WIPO","member"
"WAG","WMO","member"
"WAG","WToO","member"
"WAL","ACP","member"
"WAL","AfDB","regional member"
"WAL","C","member"
"WAL","CCC","member"
"WAL","ECA","member"
"WAL","ECOWAS","member"
"WAL","FAO","member"
"WAL","G-77","member"
"WAL","IAEA","member"
"WAL","IBRD","member"
"WAL","ICAO","member"
"WAL","ICFTU","member"
"WAL","ICRM","National Society"
"WAL","IDA","Part II"
"WAL","IDB","member"
"WAL","IFAD","Category III"
"WAL","IFC","member"
"WAL","IFRCS","member"
"WAL","ILO","member"
"WAL","IMF","member"
"WAL","IMO","member"
"WAL","Intelsat","nonsignatory user"
"WAL","Interpol","member"
"WAL","IOC","National Olympic Committee"
"WAL","ITU","member"
"WAL","NAM","member"
"WAL","OAU","member"
"WAL","OIC","member"
"WAL","UN","member"
"WAL","UNESCO","member"
"WAL","UNIDO","member"
"WAL","UPU","member"
"WAL","WCL","member"
"WAL","WFTU","member"
"WAL","WHO","member"
"WAL","WIPO","member"
"WAL","WMO","member"
"WAL","WToO","member"
"WAL","WTrO","member"
"WAN","ACP","member"
"WAN","AfDB","regional member"
"WAN","C","member"
"WAN","CCC","member"
"WAN","ECA","member"
"WAN","ECOWAS","member"
"WAN","FAO","member"
"WAN","G-15","member"
"WAN","G-19","member"
"WAN","G-24","member"
"WAN","G-77","member"
"WAN","IAEA","member"
"WAN","IBRD","member"
"WAN","ICAO","member"
"WAN","ICC","member"
"WAN","ICRM","National Society"
"WAN","IDA","Part II"
"WAN","IFAD","Category II"
"WAN","IFC","member"
"WAN","IFRCS","member"
"WAN","ILO","member"
"WAN","IMF","member"
"WAN","IMO","member"
"WAN","Inmarsat","member"
"WAN","Intelsat","member"
"WAN","Interpol","member"
"WAN","IOC","National Olympic Committee"
"WAN","ITU","member"
"WAN","MINURSO","member"
"WAN","NAM","member"
"WAN","OAU","member"
"WAN","OPEC","member"
"WAN","PCA","member"
"WAN","UN","member"
"WAN","UNAMIR","member"
"WAN","UNAVEM III","member"
"WAN","UNCRO","member"
"WAN","UNESCO","member"
"WAN","UNHCR","member"
"WAN","UNIDO","member"
"WAN","UNIKOM","member"
"WAN","UNPREDEP","member"
"WAN","UNPROFOR","member"
"WAN","UNU","member"
"WAN","UPU","member"
"WAN","WCL","member"
"WAN","WFTU","member"
"WAN","WHO","member"
"WAN","WIPO","member"
"WAN","WMO","member"
"WAN","WToO","member"
"WAN","WTrO","member"
"WD","ACCT","member"
"WD","ACP","member"
"WD","C","member"
"WD","Caricom","member"
"WD","CDB","regional member"
"WD","ECLAC","member"
"WD","FAO","member"
"WD","G-77","member"
"WD","IBRD","member"
"WD","ICFTU","member"
"WD","ICRM","National Society"
"WD","IDA","Part II"
"WD","IFAD","Category III"
"WD","IFC","member"
"WD","IFRCS","member"
"WD","ILO","member"
"WD","IMF","member"
"WD","IMO","member"
"WD","Interpol","member"
"WD","IOC","National Olympic Committee"
"WD","NAM","observer"
"WD","OAS","member"
"WD","OECS","member"
"WD","OPANAL","member"
"WD","UN","member"
"WD","UNESCO","member"
"WD","UNIDO","member"
"WD","UPU","member"
"WD","WCL","member"
"WD","WHO","member"
"WD","WMO","member"
"WD","WTrO","member"
"WG","ACP","member"
"WG","C","member"
"WG","Caricom","member"
"WG","CDB","regional member"
"WG","ECLAC","member"
"WG","FAO","member"
"WG","G-77","member"
"WG","IBRD","member"
"WG","ICAO","member"
"WG","ICFTU","member"
"WG","ICRM","National Society"
"WG","IDA","Part II"
"WG","IFAD","Category III"
"WG","IFC","member"
"WG","IFRCS","member"
"WG","ILO","member"
"WG","IMF","member"
"WG","Interpol","member"
"WG","IOC","National Olympic Committee"
"WG","ISO","subscriber member"
"WG","ITU","member"
"WG","LAES","member"
"WG","NAM","member"
"WG","OAS","member"
"WG","OECS","member"
"WG","OPANAL","member"
"WG","UN","member"
"WG","UNESCO","member"
"WG","UNIDO","member"
"WG","UPU","member"
"WG","WCL","member"
"WG","WHO","member"
"WG","WToO","member"
"WL","ACCT","associate member"
"WL","ACP","member"
"WL","C","member"
"WL","Caricom","member"
"WL","CDB","regional member"
"WL","ECLAC","member"
"WL","FAO","member"
"WL","G-77","member"
"WL","IBRD","member"
"WL","ICAO","member"
"WL","ICFTU","member"
"WL","ICRM","National Society"
"WL","IDA","Part II"
"WL","IFAD","Category III"
"WL","IFC","member"
"WL","IFRCS","member"
"WL","ILO","member"
"WL","IMF","member"
"WL","IMO","member"
"WL","Intelsat","nonsignatory user"
"WL","Interpol","member"
"WL","IOC","National Olympic Committee"
"WL","ISO","subscriber member"
"WL","NAM","member"
"WL","OAS","member"
"WL","OECS","member"
"WL","UN","member"
"WL","UNESCO","member"
"WL","UNIDO","member"
"WL","UNMIH","member"
"WL","UPU","member"
"WL","WCL","member"
"WL","WFTU","member"
"WL","WHO","member"
"WL","WIPO","member"
"WL","WMO","member"
"WL","WTrO","member"
"WS","ACP","member"
"WS","AsDB","regional member"
"WS","C","member"
"WS","ESCAP","member"
"WS","FAO","member"
"WS","G-77","member"
"WS","IBRD","member"
"WS","ICFTU","member"
"WS","ICRM","National Society"
"WS","IDA","Part II"
"WS","IFAD","Category III"
"WS","IFC","member"
"WS","IFRCS","member"
"WS","IMF","member"
"WS","Intelsat","nonsignatory user"
"WS","IOC","National Olympic Committee"
"WS","ITU","member"
"WS","Sparteca","member"
"WS","SPC","member"
"WS","SPF","member"
"WS","UN","member"
"WS","UNESCO","member"
"WS","UPU","member"
"WS","WHO","member"
"WS","WMO","member"
"WV","ACP","member"
"WV","C","member"
"WV","Caricom","member"
"WV","CDB","regional member"
"WV","ECLAC","member"
"WV","FAO","member"
"WV","G-77","member"
"WV","IBRD","member"
"WV","ICAO","member"
"WV","ICFTU","member"
"WV","ICRM","National Society"
"WV","IDA","Part II"
"WV","IFAD","Category III"
"WV","IFRCS","member"
"WV","ILO","member"
"WV","IMF","member"
"WV","IMO","member"
"WV","Intelsat","nonsignatory user"
"WV","Interpol","member"
"WV","IOC","National Olympic Committee"
"WV","ITU","member"
"WV","OAS","member"
"WV","OECS","member"
"WV","OPANAL","member"
"WV","UN","member"
"WV","UNESCO","member"
"WV","UNIDO","member"
"WV","UPU","member"
"WV","WCL","member"
"WV","WFTU","member"
"WV","WHO","member"
"WV","WTrO","member"
"YE","ACC","member"
"YE","AFESD","member"
"YE","AL","member"
"YE","AMF","member"
"YE","CAEU","member"
"YE","CCC","member"
"YE","ESCWA","member"
"YE","FAO","member"
"YE","G-77","member"
"YE","IAEA","member"
"YE","IBRD","member"
"YE","ICAO","member"
"YE","ICRM","National Society"
"YE","IDA","Part II"
"YE","IDB","member"
"YE","IFAD","Category III"
"YE","IFC","member"
"YE","IFRCS","member"
"YE","ILO","member"
"YE","IMF","member"
"YE","IMO","member"
"YE","Intelsat","member"
"YE","Interpol","member"
"YE","IOC","National Olympic Committee"
"YE","ITU","member"
"YE","NAM","member"
"YE","OIC","member"
"YE","UN","member"
"YE","UNESCO","member"
"YE","UNIDO","member"
"YE","UPU","member"
"YE","WFTU","member"
"YE","WHO","member"
"YE","WIPO","member"
"YE","WMO","member"
"YE","WToO","member"
"YE","WTrO","applicant"
"YV","AG","member"
"YV","BCIE","nonregional member"
"YV","Caricom","observer"
"YV","CDB","regional member"
"YV","ECLAC","member"
"YV","FAO","member"
"YV","G-11","member"
"YV","G-15","member"
"YV","G-19","member"
"YV","G-24","member"
"YV","G-3","member"
"YV","G-77","member"
"YV","IADB","member"
"YV","IAEA","member"
"YV","IBRD","member"
"YV","ICAO","member"
"YV","ICC","member"
"YV","ICFTU","member"
"YV","ICRM","National Society"
"YV","IFAD","Category II"
"YV","IFC","member"
"YV","IFRCS","member"
"YV","ILO","member"
"YV","IMF","member"
"YV","IMO","member"
"YV","Intelsat","member"
"YV","Interpol","member"
"YV","IOC","National Olympic Committee"
"YV","IOM","member"
"YV","ISO","member"
"YV","ITU","member"
"YV","LAES","member"
"YV","LAIA","member"
"YV","MINURSO","member"
"YV","NAM","member"
"YV","OAS","member"
"YV","OPANAL","member"
"YV","OPEC","member"
"YV","PCA","member"
"YV","RG","member"
"YV","UN","member"
"YV","UNESCO","member"
"YV","UNHCR","member"
"YV","UNIDO","member"
"YV","UNIKOM","member"
"YV","UNU","member"
"YV","UPU","member"
"YV","WCL","member"
"YV","WFTU","member"
"YV","WHO","member"
"YV","WIPO","member"
"YV","WMO","member"
"YV","WToO","member"
"YV","WTrO","member"
"Z","ACP","member"
"Z","AfDB","regional member"
"Z","C","member"
"Z","CCC","member"
"Z","ECA","member"
"Z","FAO","member"
"Z","G-19","member"
"Z","G-77","member"
"Z","IAEA","member"
"Z","IBRD","member"
"Z","ICAO","member"
"Z","ICFTU","member"
"Z","ICRM","National Society"
"Z","IDA","Part II"
"Z","IFAD","Category III"
"Z","IFC","member"
"Z","IFRCS","member"
"Z","ILO","member"
"Z","IMF","member"
"Z","Intelsat","member"
"Z","Interpol","member"
"Z","IOC","National Olympic Committee"
"Z","IOM","member"
"Z","ITU","member"
"Z","NAM","member"
"Z","OAU","member"
"Z","SADC","member"
"Z","UN","member"
"Z","UNAMIR","member"
"Z","UNAVEM III","member"
"Z","UNESCO","member"
"Z","UNIDO","member"
"Z","UPU","member"
"Z","WCL","member"
"Z","WHO","member"
"Z","WIPO","member"
"Z","WMO","member"
"Z","WToO","member"
"Z","WTrO","member"
"ZRE","ACCT","member"
"ZRE","ACP","member"
"ZRE","AfDB","regional member"
"ZRE","CCC","member"
"ZRE","CEEAC","member"
"ZRE","CEPGL","member"
